# Global unified QRSS grabber file.
# Release date: 1734 UTC 29 JULY 2018
#
# Purpose of file to assist with grabber compendiums, and assure that a compendium page consists
# of the most active grabbers, without wasting page space with dead grabbers.
#
# A useful BASH script file to utilise this activegrabberslist.txt can be found here at
# http://qsl.net/g0ftd/simple_five_minute_grabbergrabs_using_online_control_list.bash
#
# Some links are seasonal, a few may be inactive but are recommended for being on the watch list.
# Such links will be kept to an absolute minimum.
#
# Anything with a hash or gate character is to be ignored for parsing.
#
# Feedback,requests,suggestions to qrssknights+owner@groups.io
#
VE3GTC,https://dl.dropboxusercontent.com/s/j2srkb0kz3814qx/picture.jpg,Usually 30m full time.
VE7IGH,http://www.qsl.net/ve7igh/capt.jpg,Full time 30m
W4HBK,http://qsl.net/w4hbk/hf1.jpg,Full time
W4HBK-6HOUR,http://qsl.net/w4hbk/hf2.jpg,Full time
WA5DJJ-10,http://qsl.net/wa5djj/hf8.jpg,Full time
WA5DJJ-12,http://www.qsl.net/wa5djj/hf7.jpg,Full time
WA5DJJ-15,http://qsl.net/wa5djj/hf6.jpg,Full time
WA5DJJ-17,http://qsl.net/wa5djj/hf5.jpg,Full time
WA5DJJ-20,http://qsl.net/wa5djj/hf4.jpg,Full time
WA5DJJ-30,http://qsl.net/wa5djj/hf3.jpg,Full time
WA5DJJ-40,http://qsl.net/wa5djj/hf2.jpg,Full time
WA5DJJ-60M,http://qsl.net/wa5djj/hf1.jpg,Full time
WA5DJJ-80m,http://www.qsl.net/wa5djj/mf3.jpg,Full time
WA5DJJ-160,http://qsl.net/wa5djj/mf2.jpg,Full time
WA5DJJ-630,http://www.qsl.net/wa5djj/mf1.jpg,Full time
WA5DJJ-2200m,http://www.qsl.net/wa5djj/lf1.jpg,Full time
WA5DJJ-80,http://qsl.net/wa5djj/mf3.jpg,Full time
WD4ELG-20,https://dl.dropboxusercontent.com/s/gba72cz0au66032/WD4ELG%2020M%20grabber%20%28REFRESH%20for%20latest%20grab%29.jpg,Mostly full time
WD4ELG-30,https://dl.dropboxusercontent.com/s/7djby65cbfh6hv7/WD4ELG%2030M%20grabber%20%28REFRESH%20for%20latest%20grab%29.jpg,Mostly full time
WD4ELG-40,https://dl.dropboxusercontent.com/s/ajhc4t640k7k67u/WD4ELG%2040M%20grabber%20%28REFRESH%20for%20latest%20grab%29.jpg,Mostly full time
WD4ELG-80,https://dl.dropboxusercontent.com/s/07gobj9fpsnm65q/WD4ELG%2080M%20grabber%20%28REFRESH%20for%20latest%20grab%29.jpg,Seasonal
ZL2IK,http://zl2ik.com/Argo.jpg,Mostly full time
ZL2IK-4HOUR,http://zl2ik.com/Brgo.jpg,Mostly full time
